attribute_definition_id,attribute_definition_name,value,id,asset_id,profile_id
360,PO2026 Agrmt Priority,Not Applicable,3091702,117468,337
204,acs Is Asset Accessible,TBD,2647148,117469,337
205,acs Is the Route to the Asset Accessible,TBD,2647149,117469,337
219,Has Edge Guard,TBD,2647150,117469,337
218,Has Pedestrian Railing,TBD,2647151,117469,337
221,Length,0,2647152,117469,337
198,Width,0,2647153,117469,337
216,Decking Material,Timber,2647154,117469,337
217,Structure Material,TBD,2647155,117469,337
3,GIS ID,structures.117469,2647370,117469,337
306,Next Inspection by Staff,2025-09-15,2743916,117469,337
345,acs Accessible Priority,TBD,2967330,117469,337
347,Height,0,3019935,117469,337
226,Fall Height,-1,3026512,117469,337
360,PO2026 Agrmt Priority,Not Applicable,3091703,117469,337
204,acs Is Asset Accessible,TBD,2647157,117470,337
205,acs Is the Route to the Asset Accessible,TBD,2647158,117470,337
219,Has Edge Guard,TBD,2647159,117470,337
218,Has Pedestrian Railing,TBD,2647160,117470,337
221,Length,0,2647161,117470,337
198,Width,0,2647162,117470,337
216,Decking Material,Timber,2647163,117470,337
217,Structure Material,TBD,2647164,117470,337
3,GIS ID,structures.117470,2647371,117470,337
306,Next Inspection by Staff,2025-09-15,2743917,117470,337
345,acs Accessible Priority,TBD,2967331,117470,337
347,Height,0,3019936,117470,337
226,Fall Height,-1,3026513,117470,337
360,PO2026 Agrmt Priority,Not Applicable,3091704,117470,337
204,acs Is Asset Accessible,TBD,2647166,117471,337
205,acs Is the Route to the Asset Accessible,TBD,2647167,117471,337
219,Has Edge Guard,TBD,2647168,117471,337
218,Has Pedestrian Railing,TBD,2647169,117471,337
221,Length,0,2647170,117471,337
198,Width,0,2647171,117471,337
216,Decking Material,Timber,2647172,117471,337
217,Structure Material,TBD,2647173,117471,337
3,GIS ID,structures.117471,2647372,117471,337
306,Next Inspection by Staff,2025-09-15,2743918,117471,337
345,acs Accessible Priority,TBD,2967332,117471,337
347,Height,0,3019937,117471,337
226,Fall Height,-1,3026514,117471,337
360,PO2026 Agrmt Priority,Not Applicable,3091705,117471,337
204,acs Is Asset Accessible,TBD,2647175,117472,337
205,acs Is the Route to the Asset Accessible,TBD,2647176,117472,337
219,Has Edge Guard,TBD,2647177,117472,337
218,Has Pedestrian Railing,TBD,2647178,117472,337
221,Length,0,2647179,117472,337
198,Width,0,2647180,117472,337
216,Decking Material,Timber,2647181,117472,337
217,Structure Material,TBD,2647182,117472,337
3,GIS ID,structures.117472,2647373,117472,337
306,Next Inspection by Staff,2025-09-15,2743919,117472,337
345,acs Accessible Priority,TBD,2967333,117472,337
347,Height,0,3019938,117472,337
226,Fall Height,-1,3026515,117472,337
360,PO2026 Agrmt Priority,Not Applicable,3091706,117472,337
204,acs Is Asset Accessible,TBD,2647184,117473,337
205,acs Is the Route to the Asset Accessible,TBD,2647185,117473,337
219,Has Edge Guard,TBD,2647186,117473,337
218,Has Pedestrian Railing,TBD,2647187,117473,337
221,Length,0,2647188,117473,337
198,Width,0,2647189,117473,337
216,Decking Material,Timber,2647190,117473,337
217,Structure Material,TBD,2647191,117473,337
3,GIS ID,structures.117473,2647374,117473,337
306,Next Inspection by Staff,2025-09-15,2743920,117473,337
345,acs Accessible Priority,TBD,2967334,117473,337
347,Height,0,3019939,117473,337
226,Fall Height,-1,3026516,117473,337
360,PO2026 Agrmt Priority,Not Applicable,3091707,117473,337
204,acs Is Asset Accessible,No,2647447,117535,337
205,acs Is the Route to the Asset Accessible,No,2647448,117535,337
216,Decking Material,Timber,2647449,117535,337
219,Has Edge Guard,No,2647450,117535,337
218,Has Pedestrian Railing,No railings,2647451,117535,337
217,Structure Material,Timber,2647453,117535,337
198,Width,1.00,2647454,117535,337
3,GIS ID,structures.117535,2647455,117535,337
306,Next Inspection by Staff,2026-08-06,2743960,117535,337
345,acs Accessible Priority,TBD,2967360,117535,337
347,Height,1,3019940,117535,337
226,Fall Height,-1,3026517,117535,337
360,PO2026 Agrmt Priority,med,3115041,117535,337
204,acs Is Asset Accessible,No,2647460,117537,337
205,acs Is the Route to the Asset Accessible,No,2647461,117537,337
216,Decking Material,Timber,2647462,117537,337
219,Has Edge Guard,No,2647463,117537,337
218,Has Pedestrian Railing,No railings,2647464,117537,337
217,Structure Material,Timber,2647466,117537,337
198,Width,1.00,2647467,117537,337
3,GIS ID,structures.117537,2647468,117537,337
306,Next Inspection by Staff,2027-08-17,2743962,117537,337
345,acs Accessible Priority,TBD,2967362,117537,337
347,Height,1,3019941,117537,337
226,Fall Height,-1,3026518,117537,337
360,PO2026 Agrmt Priority,med,3115043,117537,337
204,acs Is Asset Accessible,No,2764020,117574,337
205,acs Is the Route to the Asset Accessible,No,2764021,117574,337
216,Decking Material,Timber,2764022,117574,337
219,Has Edge Guard,No,2764023,117574,337
218,Has Pedestrian Railing,No railings,2764024,117574,337
217,Structure Material,Timber,2764026,117574,337
198,Width,0.40,2764027,117574,337
3,GIS ID,structures.117574,2764028,117574,337
306,Next Inspection by Staff,2027-06-08,2808892,117574,337
345,acs Accessible Priority,TBD,2967377,117574,337
347,Height,0,3019942,117574,337
226,Fall Height,-1,3026519,117574,337
360,PO2026 Agrmt Priority,Not Applicable,3084032,117574,337
204,acs Is Asset Accessible,No,2766621,117578,337
205,acs Is the Route to the Asset Accessible,No,2766622,117578,337
216,Decking Material,Timber,2766623,117578,337
219,Has Edge Guard,No,2766624,117578,337
218,Has Pedestrian Railing,No railings,2766625,117578,337
217,Structure Material,Timber,2766627,117578,337
198,Width,0.60,2766628,117578,337
3,GIS ID,structures.117578,2766629,117578,337
306,Next Inspection by Staff,2027-06-08,2808896,117578,337
345,acs Accessible Priority,TBD,2967380,117578,337
347,Height,1,3019943,117578,337
226,Fall Height,-1,3026523,117578,337
360,PO2026 Agrmt Priority,Not Applicable,3084036,117578,337
204,acs Is Asset Accessible,No,2766630,117579,337
205,acs Is the Route to the Asset Accessible,No,2766631,117579,337
216,Decking Material,Timber,2766632,117579,337
219,Has Edge Guard,No,2766633,117579,337
218,Has Pedestrian Railing,No railings,2766634,117579,337
217,Structure Material,Timber,2766636,117579,337
198,Width,0.50,2766637,117579,337
3,GIS ID,structures.117579,2766638,117579,337
306,Next Inspection by Staff,2027-06-08,2808897,117579,337
345,acs Accessible Priority,TBD,2967381,117579,337
347,Height,0,3019944,117579,337
226,Fall Height,-1,3026524,117579,337
360,PO2026 Agrmt Priority,Not Applicable,3084037,117579,337
204,acs Is Asset Accessible,No,2766639,117580,337
205,acs Is the Route to the Asset Accessible,No,2766640,117580,337
216,Decking Material,Timber,2766641,117580,337
219,Has Edge Guard,No,2766642,117580,337
218,Has Pedestrian Railing,No railings,2766643,117580,337
217,Structure Material,Timber,2766645,117580,337
198,Width,0.40,2766646,117580,337
3,GIS ID,structures.117580,2766647,117580,337
306,Next Inspection by Staff,2027-06-08,2808898,117580,337
345,acs Accessible Priority,TBD,2967382,117580,337
347,Height,0,3019945,117580,337
226,Fall Height,-1,3026525,117580,337
360,PO2026 Agrmt Priority,Not Applicable,3084038,117580,337
204,acs Is Asset Accessible,No,2744013,117582,337
205,acs Is the Route to the Asset Accessible,No,2744014,117582,337
216,Decking Material,Timber,2744015,117582,337
219,Has Edge Guard,No,2744016,117582,337
218,Has Pedestrian Railing,No railings,2744017,117582,337
217,Structure Material,Timber,2744019,117582,337
198,Width,0.40,2744020,117582,337
3,GIS ID,structures.117582,2744021,117582,337
306,Next Inspection by Staff,2027-06-08,2808900,117582,337
345,acs Accessible Priority,TBD,2967383,117582,337
347,Height,0,3019946,117582,337
226,Fall Height,-1,3026526,117582,337
360,PO2026 Agrmt Priority,Not Applicable,3084040,117582,337
204,acs Is Asset Accessible,No,2766521,117586,337
205,acs Is the Route to the Asset Accessible,No,2766522,117586,337
216,Decking Material,Timber,2766523,117586,337
219,Has Edge Guard,No,2766524,117586,337
218,Has Pedestrian Railing,No railings,2766525,117586,337
217,Structure Material,Timber,2766527,117586,337
198,Width,0.50,2766528,117586,337
3,GIS ID,structures.117586,2766529,117586,337
306,Next Inspection by Staff,2027-06-08,2808902,117586,337
345,acs Accessible Priority,TBD,2967385,117586,337
347,Height,0,3019947,117586,337
226,Fall Height,-1,3026528,117586,337
360,PO2026 Agrmt Priority,Not Applicable,3084042,117586,337
204,acs Is Asset Accessible,No,2766530,117587,337
205,acs Is the Route to the Asset Accessible,No,2766531,117587,337
216,Decking Material,Timber,2766532,117587,337
219,Has Edge Guard,No,2766533,117587,337
218,Has Pedestrian Railing,No railings,2766534,117587,337
